taxon,we.ep,we.eBH,wi.ep,wi.eBH,rab.all,rab.win.NAT,rab.win.Tumor,diff.btw,diff.win,effect,overlap,p_min,significant,direction
Fusobacterium,0.9697539110436388,1,0.4488691038121903,0.6553557680333575,-0.0220009703931785,-0.08672841781184193,0.0556231436689556,0.11769927954349235,5.856581713722159,0.02064317372506749,0.46540000011588845,0.6553557680333575,FALSE,ns
Pseudoxanthomonas,0.582738731065295,1,0.48516632206786353,0.676339433076393,-1.745923319596681,-1.7880412054361727,-1.6993724248221724,0.08799384521580667,1.9314555518448406,0.022095930592923793,0.4716000000949727,0.676339433076393,FALSE,ns
Weissella,0.6349417122212767,1,0.5106404661598134,0.6850654396900308,-2.165224640945179,-2.1955904085904177,-2.1325816128966038,0.07960400283506441,2.0291935620282144,0.01912716011273754,0.47470505907270105,0.6850654396900308,FALSE,ns
Aerococcus,0.712253337384023,1,0.5270806928879856,0.6968738510688146,-2.077064273437829,-2.1224221045279608,-2.02953408974097,0.07850201700990489,2.2570922516175758,0.0177670189047215,0.4785042992119281,0.6968738510688146,FALSE,ns
Granulicatella,0.41797425327703247,1,0.5431171648037713,0.7009653131160967,-2.278646487977924,-2.308333829659876,-2.248135007096984,0.05159437840145298,1.8043094793967214,0.013890483082721103,0.48460000005138243,0.7009653131160967,FALSE,ns
Enterococcus,0.019960247390517064,0.7117717484194668,0.7543772905314444,0.9977255904421632,1.2260142564647571,1.2398327201093045,1.213559843276573,-0.030766595825170384,1.703669731366129,-0.008873451840378212,0.49050189965173524,0.7117717484194668,FALSE,ns
Faecalibacterium,0.6029906673189189,1,0.5615540174754106,0.724513487127725,-2.9711717843672476,-3.022371264731232,-2.920328694999812,0.097907139612885,2.1594804083942156,0.023305857968127168,0.47350529902874117,0.724513487127725,FALSE,ns
Ralstonia,0.9194439366828256,1,0.5360058830277802,0.7255598835361741,-2.3622734998970545,-2.4082559831557493,-2.3069019274357965,0.0835214717823769,3.677938115900497,0.011960683484540328,0.4814000000620862,0.7255598835361741,FALSE,ns
Rhodobacter,0.597214520643539,1,0.5782403973597546,0.7282351551166816,-2.9396074790608173,-2.976041683800693,-2.9000158470321225,0.0630433214763313,1.9512475194829157,0.013856747406858085,0.48330333938782905,0.7282351551166816,FALSE,ns
Ferruginibacter,0.02739742134372443,0.7284042480288637,0.6587235973705983,0.9687832031632886,-2.8965124826089337,-2.9011822591626704,-2.8909087656357517,-0.036146774129373505,1.8454230233433924,-0.011007074077719371,0.48830233957109137,0.7284042480288637,FALSE,ns
Janibacter,0.13787418069440435,1,0.5286035351238678,0.7352062694293154,1.4081761242943625,1.3785150184658965,1.4376213644405924,0.051445582222283015,1.9551003596715137,0.014335016130232393,0.4834000000553948,0.7352062694293154,FALSE,ns
Mesorhizobium,0.6712190365463567,1,0.5689382085871464,0.7429610023148927,-2.912185638367945,-2.978218655620254,-2.843866636051513,0.11779850949822368,2.994566866424229,0.022461230620187015,0.4690000001037317,0.7429610023148927,FALSE,ns
Leuconostoc,0.30875806635508846,1,0.5570361325054027,0.7544431196324709,0.9642462715198556,0.9390875156552978,0.9902962183523032,0.05662683487377684,1.8111353628295932,0.017604814474175515,0.4808000000640942,0.7544431196324709,FALSE,ns
