taxon,we.ep,we.eBH,wi.ep,wi.eBH,rab.all,rab.win.NAT,rab.win.Tumor,diff.btw,diff.win,effect,overlap,p_min,significant,direction
Brachybacterium,0.043381963149547405,0.8782591827171046,0.521520593136812,0.9902118153043907,-2.67693341459573,-2.6940156254004917,-2.6603311950319917,-0.049490534603569,3.4311598287788394,-0.007298995824238471,0.4882000000393554,0.8782591827171046,FALSE,ns
Lactococcus,0.2741456866575027,1,0.7158345204147077,0.8870671102025106,1.1472128582986656,1.121100718152575,1.1762484904551593,0.06491579586127205,2.1181197038509527,0.0170671464988039,0.4789042192265856,0.8870671102025106,FALSE,ns
Neisseria,0.7894750762222239,1,0.7609156266374782,0.8916660351461462,-2.17075735874692,-2.215018557494668,-2.1347379061956575,0.09110679740434602,8.26607948630351,0.012600659550034584,0.4798000000674436,0.8916660351461462,FALSE,ns
Acidovorax,0.2558746796947816,1,0.8129137355486331,0.9197848775358686,-1.2504351429416865,-1.2656483656380235,-1.2277983847626501,0.024639721210371057,3.059915631863351,0.004440594975792028,0.4924000000253393,0.9197848775358686,FALSE,ns
Paracoccus,0.5881282028010882,1,0.7450692090886062,0.9213741775182002,0.24424760706813942,0.11450124880473922,0.32508451702799235,0.1708040299832847,8.59679518907545,0.024128596072555727,0.46540000011588845,0.9213741775182002,FALSE,ns
Prevotella,0.9693056090446867,1,0.7642195760408174,0.926361559372068,1.838919171024103,1.7349345658414705,1.9539245112091637,0.1639442731048426,7.4998886263056805,0.022837737283355787,0.4623075386186104,0.926361559372068,FALSE,ns
Bacteroides,0.11582696260106147,1,0.8208073919757073,0.9295350427486645,-0.14044972152320856,-0.15540408185946664,-0.12421885009312561,0.0287718309528886,1.7775310965040552,0.0077745751437737955,0.4898000000340141,0.9295350427486645,FALSE,ns
Aeromonas,0.05812585607790978,0.939180519180482,0.6423023076021862,0.9879858432730936,-2.5037698812027473,-2.536633758674453,-2.473241760745026,-0.011323808064825691,2.5260106410653282,-0.0024331297565781443,0.4971005798936841,0.939180519180482,FALSE,ns
Veillonella,0.21884430269077068,1,0.8315789457179185,0.9543252663252454,-2.285377262540111,-2.2823726462026244,-2.288258149161818,-0.030562881564430988,8.686047077734987,-0.004333045380152359,0.49320000002267106,0.9543252663252454,FALSE,ns
Bosea,0.4742752256061618,1,0.8844017250108301,0.9774917671934221,1.0017995338902317,0.9731398454821178,1.0354820048920548,0.03447326005208673,5.731540862747474,0.0067624417751296255,0.48920000003601655,0.9774917671934221,FALSE,ns
Sphingobium,0.1428275193194704,1,0.8901032981492817,0.9888511920465887,0.8308076238005917,0.8355227597603418,0.8241004821603983,-0.023373335305961973,2.3257369479596086,-0.0051193913371366225,0.4937012597690415,0.9888511920465887,FALSE,ns
Methylobacterium,0.15610796515069655,1,0.5208011560994303,0.9992820423814271,-1.9559953876985405,-1.9686090573029524,-1.946921968543747,0.007597354479055518,10.534861679878244,9.052710726433454e-4,0.4988000000039999,0.9992820423814271,FALSE,ns
Microbacterium,0.20388759041446966,1,0.5476030357967695,0.9993429647875964,-2.323976513936934,-2.3483790567042107,-2.2995989312697898,-0.002654973380469272,9.326839719240912,-3.9524228849627957e-4,0.4993001399743372,0.9993429647875964,FALSE,ns
Acinetobacter,0.4991054472554806,1,0.7442375474197124,1,2.676772126861204,2.809693174838526,2.6500133981890803,0.014926145261860313,6.586234119289654,0.0023627978079111527,0.4974000000086665,1,FALSE,ns
Corynebacterium,0.09598894354600031,1,0.09941928969449222,1,8.71551056434756,9.254345907888776,8.444209270788342,-0.45859109537421716,10.893158243440773,-0.05309667643798313,0.4483103381065037,1,FALSE,ns
Rothia,0.14140558045220197,1,0.8179753985416074,1,1.2339379449756143,1.2222405010121156,1.245911561980864,-0.03687180305781368,6.50583593611217,-0.00657041516587994,0.489902019629741,1,FALSE,ns
Sphingomonas,0.9074125081712187,1,0.9709513946047256,1,6.913659029709532,7.0238310354413684,6.873434653425844,0.03915389597110508,6.695739915898292,0.007071856694775813,0.4946000000180017,1,FALSE,ns
Staphylococcus,0.3252102133453874,1,0.23186317840663695,1,6.700173993190827,7.175262998131749,6.128162147450329,-0.11760418452998511,6.777891208769904,-0.01872001129941159,0.4812000000627556,1,FALSE,ns
Streptococcus,0.8958249743968459,1,0.9282926773357973,1,8.416169752658071,8.514150241287428,8.20901780627943,-0.03354653535734542,11.166101752899614,-0.0044867324406050076,0.4950000000166685,1,FALSE,ns
