taxon,we.ep,we.eBH,wi.ep,wi.eBH,rab.all,rab.win.NAT,rab.win.Tumor,diff.btw,diff.win,effect,overlap,p_we,q_we,p_wi,q_wi,p_min,significant,direction
Bacillus,0.022090061519769416,0.5007198830317646,0.026016114544128593,0.5489196020652923,-0.1227425913363156,0.3327996274771161,-0.4845752739910383,-0.9492911466088181,8.009798680226517,-0.11220753341332815,0.44200000019597013,0.022090061519769416,0.5007198830317646,0.026016114544128593,0.5489196020652923,0.5007198830317646,FALSE,ns
Unknown genus24,0.15146229328759891,0.7903721428731557,0.18548114441944225,0.8271016188123271,-0.9975307652304028,-1.2571317875276469,-0.7320119414827246,0.6364450773790145,5.886171476773301,0.0984797681682229,0.4477104580845736,0.15146229328759891,0.7903721428731557,0.18548114441944225,0.8271016188123271,0.7903721428731557,FALSE,ns
Devosia,0.19046625572649842,0.8349919297286379,0.25251747084112935,0.8784026122315125,-1.0024403112133413,-0.9466962658487379,-1.0559495353734052,-0.4183279790702974,6.892036607766732,-0.05787806637622876,0.4717056589628055,0.19046625572649842,0.8349919297286379,0.25251747084112935,0.8784026122315125,0.8349919297286379,FALSE,ns
Kaistobacter,0.2882883714875954,0.9452076364447659,0.21136846908116189,0.89845475986250245,-0.8335716706247247,-1.0557031478567183,-0.6040902826394028,0.47143487232201986,6.209139347717316,0.06852427816531431,0.46290741864057283,0.2882883714875954,0.9452076364447659,0.21136846908116189,0.89845475986250245,0.89845475986250245,FALSE,ns
Lactobacillus,0.22495180568810427,0.9491821649221847,0.1954245673133315,0.9244141094981548,0.02488766781819507,-0.27585758988652476,0.3255486802633243,0.5460072142582799,7.735655496203729,0.06731074213335173,0.46500000011724085,0.22495180568810427,0.9491821649221847,0.1954245673133315,0.9244141094981548,0.9244141094981548,FALSE,ns
Brachybacterium,0.2806522932907178,0.9256894315903526,0.3638030278685106,0.9595826581970954,-0.81900395527187,-0.7446216488806954,-0.8927364076183881,-0.26761073352488207,6.402979125859677,-0.03731562679848251,0.4807038592925447,0.2806522932907178,0.9256894315903526,0.3638030278685106,0.9595826581970954,0.9256894315903526,FALSE,ns
Caulobacter,0.3653459134618696,0.9620725791865137,0.30256698424348083,0.9256895174118328,-1.1479857295342484,-1.3485980120803998,-0.9372090189576276,0.46060645084450424,6.109807584914636,0.06990282541630713,0.4618000001280808,0.3653459134618696,0.9620725791865137,0.30256698424348083,0.9256895174118328,0.9256895174118328,FALSE,ns
Stenotrophomonas,0.34063241848418185,0.9438023652632453,0.33287249354501003,0.9258036396706127,-0.9711128091076198,-1.1747718694734974,-0.7880649062537177,0.46853721462577713,6.3967398051957325,0.061761816695926834,0.4652000001165644,0.34063241848418185,0.9438023652632453,0.33287249354501003,0.9258036396706127,0.9258036396706127,FALSE,ns
Aeromonas,0.3005525450720843,0.9281083133987468,0.31431118190254814,0.9320861260789235,-0.8940516675095802,-0.8337816328278951,-0.950012277180357,-0.3780255848269487,6.193618695888995,-0.04913578548821893,0.4711057789408295,0.3005525450720843,0.9281083133987468,0.31431118190254814,0.9320861260789235,0.9281083133987468,FALSE,ns
Corynebacterium,0.1544549773637136,0.9555544406706441,0.1675281584473872,0.9759441726023427,7.164263571438302,7.534765011305967,6.8388060318186055,-0.6801858260049354,7.4911128120450154,-0.08994075600836748,0.44351129793110566,0.1544549773637136,0.9555544406706441,0.1675281584473872,0.9759441726023427,0.9555544406706441,FALSE,ns
Rothia,0.32310725591179035,0.9640291835144302,0.354260961818159,0.9775460494111258,0.13772172701311192,0.3360937781098441,-0.05638045559746008,-0.5746332870081097,7.422169786467289,-0.0711753124346293,0.4649070187137897,0.32310725591179035,0.9640291835144302,0.354260961818159,0.9775460494111258,0.9640291835144302,FALSE,ns
Mycobacterium,0.35180280209374043,0.9710552966585471,0.3429683106452091,0.9675087119442805,-0.907088165515253,-1.0933286661743713,-0.7042438273712124,0.3459084965591792,6.228331340206393,0.051460607498300254,0.47580000008085593,0.35180280209374043,0.9710552966585471,0.3429683106452091,0.9675087119442805,0.9675087119442805,FALSE,ns
Sphingobium,0.4429334771187672,0.968650947008878,0.4824488438739723,0.9707935399896419,-0.8625840369032289,-0.7751884743467068,-0.9436915315739984,-0.3862004744060572,6.116087988895507,-0.059209071411544426,0.4748000000842141,0.4429334771187672,0.968650947008878,0.4824488438739723,0.9707935399896419,0.968650947008878,FALSE,ns
Novosphingobium,0.4459258262323953,0.98645870655421,0.41703235651479365,0.9711106878983419,-1.0030464085135105,-1.1593895599786457,-0.8626577881131459,0.2429879295113473,5.960752536812192,0.037342368311405805,0.48160000006141684,0.4459258262323953,0.98645870655421,0.41703235651479365,0.9711106878983419,0.9711106878983419,FALSE,ns
Janibacter,0.47772085146758586,0.9724584676168303,0.6210858936645682,0.9906404153928923,-0.9609817594742216,-0.9801487588825539,-0.9413589351668241,-0.010822623944291898,6.07186792959103,-0.0016853680564183557,0.49900000000333344,0.47772085146758586,0.9724584676168303,0.6210858936645682,0.9906404153928923,0.9724584676168303,FALSE,ns
Roseomonas,0.5193725878022563,0.9843686187758766,0.525047456325547,0.977313543733315,-0.9484305939436339,-1.0613448574157145,-0.8268813149539742,0.29531874959642757,5.938513835801095,0.039171956774570346,0.4778000000741463,0.5193725878022563,0.9843686187758766,0.525047456325547,0.977313543733315,0.977313543733315,FALSE,ns
Afipia,0.5159931644403415,0.995344591752704,0.44089137520268645,0.9803631089609314,-0.8652021674027033,-1.0088423613083775,-0.7253739301584075,0.31076388135420263,7.0825951390698165,0.04150368764685024,0.4778000000741463,0.5159931644403415,0.995344591752704,0.44089137520268645,0.9803631089609314,0.9803631089609314,FALSE,ns
Massilia,0.5432711126575606,0.9945351434645382,0.5060976327682668,0.983621986478073,-0.3243215217000124,-0.5088896999842811,-0.14511684868706887,0.23104169370252725,6.671173192474949,0.027931270867641484,0.4837032594024889,0.5432711126575606,0.9945351434645382,0.5060976327682668,0.983621986478073,0.983621986478073,FALSE,ns
Methylobacterium,0.41290003417341625,0.9858951534384871,0.42352490798635295,0.9846799498225604,0.5439256534315842,0.6576659430902536,0.4436949715334846,-0.3308562586084953,8.462537190982307,-0.040325519534793415,0.4814000000620862,0.41290003417341625,0.9858951534384871,0.42352490798635295,0.9846799498225604,0.9846799498225604,FALSE,ns
Chryseobacterium,0.664390429998568,0.9944717082494603,0.5659911645334256,0.986548921947154,-0.726041715743504,-0.8572666895517926,-0.6076014090766755,0.16705115825501782,6.766595798478285,0.021341082172086398,0.48830233957109137,0.664390429998568,0.9944717082494603,0.5659911645334256,0.986548921947154,0.986548921947154,FALSE,ns
Agrobacterium,0.47936228673629844,0.9902834932087158,0.47214519765400886,0.9881784774198219,-0.7318433304943666,-0.8926001095810339,-0.580827385242066,0.2642029589517074,6.576260502620236,0.03679605871491258,0.4811037793072033,0.47936228673629844,0.9902834932087158,0.47214519765400886,0.9881784774198219,0.9881784774198219,FALSE,ns
Nocardioides,0.5374183167086017,0.996049099488751,0.4807070665941987,0.9886183701283615,-0.9129715092058319,-1.0319117584784818,-0.7935674632198584,0.21673613520580126,6.27753167996941,0.03210989123905494,0.4815036993218624,0.5374183167086017,0.996049099488751,0.4807070665941987,0.9886183701283615,0.9886183701283615,FALSE,ns
Anaerococcus,0.640404794960777,0.9896597947453664,0.7132774742869549,0.9944047359510327,-0.8425966231809543,-0.9526233072495502,-0.7349704422672421,0.12492010978655799,5.975503809636803,0.019846083430187553,0.49140000002867507,0.640404794960777,0.9896597947453664,0.7132774742869549,0.9944047359510327,0.9896597947453664,FALSE,ns
Veillonella,0.5001613431487552,0.9908044199064862,0.5233363319246604,0.9933814846814264,-0.369875855255243,-0.28245100053319216,-0.4444971639615636,-0.25952872410069094,6.889958760016896,-0.03450886052777289,0.4834000000553948,0.5001613431487552,0.9908044199064862,0.5233363319246604,0.9933814846814264,0.9908044199064862,FALSE,ns
Blastococcus,0.6997490756199632,0.9931225293256324,0.6871961553583883,0.991349242055945,-1.0427872141817138,-1.1272390875811835,-0.9744817837731938,0.12431783543978003,6.136646340563342,0.020908011252194905,0.4890000000366841,0.6997490756199632,0.9931225293256324,0.6871961553583883,0.991349242055945,0.991349242055945,FALSE,ns
Pseudomonas,0.33252295420419403,0.9935464822269531,0.33840728110793955,0.9977375128358639,6.181880263807629,5.9543023932778665,6.462084913783762,0.4769816647029028,8.527503984607685,0.05139966234678937,0.4715056989554804,0.33252295420419403,0.9935464822269531,0.33840728110793955,0.9977375128358639,0.9935464822269531,FALSE,ns
Actinomyces,0.7298088257553716,0.9935771423326795,0.7394702134953458,0.9992017194039945,-0.3131785646870373,-0.32510039208180874,-0.3009788780800271,-0.050341814065442136,6.9919449420137,-0.006314180807529145,0.4970000000100001,0.7298088257553716,0.9935771423326795,0.7394702134953458,0.9992017194039945,0.9935771423326795,FALSE,ns
Staphylococcus,0.4673275954327802,0.9965655291908815,0.3446008386835363,0.9943839735920995,4.748490345979203,5.407476346292392,4.23574065122515,-0.256710143265499,7.948541637510891,-0.029893237253542697,0.48190361933652054,0.4673275954327802,0.9965655291908815,0.3446008386835363,0.9943839735920995,0.9943839735920995,FALSE,ns
Microbacterium,0.488316218469186,0.9945332316078737,0.5141756889354339,0.9978044835241345,-0.35453723796986303,-0.29853763090957486,-0.4103727445950067,-0.290930802622162,7.181790592927824,-0.039740006459009214,0.4774000000754876,0.488316218469186,0.9945332316078737,0.5141756889354339,0.9978044835241345,0.9945332316078737,FALSE,ns
Lactococcus,0.5446846201606308,0.9949065339375723,0.6021849596506669,0.9968068341008257,-0.9003909892341975,-0.9066442695256454,-0.8912410162472346,-0.07546646754681952,6.3144573578065195,-0.009602622092690798,0.4943011397910367,0.5446846201606308,0.9949065339375723,0.6021849596506669,0.9968068341008257,0.9949065339375723,FALSE,ns
Escherichia/Shigella,0.5390231671045924,0.9954678242473886,0.7324614551239746,1,0.0851871439013463,0.09210255099530062,0.07862830351623273,-0.16759578618833304,8.734952118600996,-0.018974040304424428,0.49040000003201173,0.5390231671045924,0.9954678242473886,0.7324614551239746,1,0.9954678242473886,FALSE,ns
Fusobacterium,0.7227104989031993,0.9989804929777549,0.6648891040822889,0.9956534836910109,-0.44023798150075155,-0.5333018072658655,-0.35076369343156877,0.06851352958613521,6.87303596543018,0.010157433573337728,0.49420000001933606,0.7227104989031993,0.9989804929777549,0.6648891040822889,0.9956534836910109,0.9956534836910109,FALSE,ns
Mesorhizobium,0.7535430113474695,0.9974642508877816,0.7691456102741793,0.9958022014612792,-1.0950527147382676,-1.1783136441332536,-1.0139952946505817,0.18319233307537353,6.430401122321892,0.025106775348512245,0.4852000000493764,0.7535430113474695,0.9974642508877816,0.7691456102741793,0.9958022014612792,0.9958022014612792,FALSE,ns
Enterobacter,0.7007735554396195,0.9970978961780221,0.6392196124990491,0.9959070896031059,-0.7641255341259843,-0.8489132358849965,-0.684188326254012,0.18345263647008547,6.964664303059935,0.022380453248287416,0.48550289946846104,0.7007735554396195,0.9970978961780221,0.6392196124990491,0.9959070896031059,0.9959070896031059,FALSE,ns
Ralstonia,0.6492284705107129,0.9960034133777023,0.6407899650110495,0.9977774494038463,-0.8433868916690122,-0.8989349930930546,-0.7897057269261483,0.1344571398003236,6.613227503237522,0.017596371080727747,0.49010197963707225,0.6492284705107129,0.9960034133777023,0.6407899650110495,0.9977774494038463,0.9960034133777023,FALSE,ns
Acidovorax,0.6123037703938654,0.9963152294616527,0.6567077556996475,0.9964970141311347,-0.7898046055455987,-0.756075934294425,-0.82851267844008,-0.16448569724321294,5.832080137473175,-0.025095218700789096,0.48780000004069085,0.6123037703938654,0.9963152294616527,0.6567077556996475,0.9964970141311347,0.9963152294616527,FALSE,ns
Leptotrichia,0.7766364492989438,0.9966872342611827,0.7691391354361824,0.9976417273875249,-0.5996233819272865,-0.6804030239349057,-0.5216960340427841,0.16562151884608056,7.723279117466616,0.02043487767327999,0.48960000003468196,0.7766364492989438,0.9966872342611827,0.7691391354361824,0.9976417273875249,0.9966872342611827,FALSE,ns
Halomonas,0.7379016265840129,0.9968334694488548,0.7569893360484049,0.9990056257209554,-1.0752448148503344,-1.130766430527129,-1.0223686671804568,0.06493489663805985,6.1694573731490445,0.008027879640198087,0.495800000014001,0.7379016265840129,0.9968334694488548,0.7569893360484049,0.9990056257209554,0.9968334694488548,FALSE,ns
Propionibacterium,0.7520900608395066,0.9968334694488548,0.7711881818130634,1,-0.05916370058039888,-0.06871876950167621,-0.0481534719605099,-0.09001675994996905,7.0739623362572335,-0.014355538674310605,0.4937012597690415,0.7520900608395066,0.9968334694488548,0.7711881818130634,1,0.9968334694488548,FALSE,ns
Anoxybacillus,0.7198700771300895,0.9989836091755843,0.6533796398427644,0.9970908556048531,-0.8690727049507245,-0.9667108659520478,-0.7777987624091978,0.14500168854755202,6.203238370688495,0.020561047646194153,0.4893021396077468,0.7198700771300895,0.9989836091755843,0.6533796398427644,0.9970908556048531,0.9970908556048531,FALSE,ns
Prevotella,0.784283106823777,1,0.798737016850149,0.9971123090209589,0.5437196193177911,0.4653732999338942,0.6318217484793127,0.014206306742069685,8.724751848518608,0.0018031420557392016,0.49910017996700556,0.784283106823777,1,0.798737016850149,0.9971123090209589,0.9971123090209589,FALSE,ns
Brevundimonas,0.45429632306573325,0.9995437677916537,0.5014345735511094,0.9972999573522412,-0.7088023904137781,-0.8726813770306379,-0.5312857576653052,0.3405623969132563,7.116836141068049,0.04609228806743014,0.47690461915330273,0.45429632306573325,0.9995437677916537,0.5014345735511094,0.9972999573522412,0.9972999573522412,FALSE,ns
Arthrobacter,0.7151391153962562,0.9978456730337696,0.7515088813128135,1,-0.9655436292985424,-1.0455321213389563,-0.8909106710192187,0.0451631977329372,6.327980496366637,0.005641221043496199,0.4969006198863525,0.7151391153962562,0.9978456730337696,0.7515088813128135,1,0.9978456730337696,FALSE,ns
Bosea,0.6522426239539705,0.9981304509730896,0.6541604682129641,1,-0.5206956935324163,-0.4711144259843687,-0.5596926118164882,-0.2549941934632254,7.0813993544587355,-0.033364118772932716,0.4837032594024889,0.6522426239539705,0.9981304509730896,0.6541604682129641,1,0.9981304509730896,FALSE,ns
Porphyromonas,0.7497267644410831,1,0.761782025311603,0.9981594516125657,-0.9534441435429839,-0.9945575254939438,-0.9171733891956011,0.12698436690038406,6.318819866685217,0.01838669739256326,0.4894000000353491,0.7497267644410831,1,0.761782025311603,0.9981594516125657,0.9981594516125657,FALSE,ns
Cloacibacterium,0.7657592326501845,0.9982252906806087,0.7711559454230702,0.9992017194039945,-1.0211832664202865,-1.0961946039872474,-0.9509623114681762,0.14380811184983777,6.032239240051175,0.022551188607755422,0.48700000004336214,0.7657592326501845,0.9982252906806087,0.7711559454230702,0.9992017194039945,0.9982252906806087,FALSE,ns
Aerococcus,0.7582591102438621,0.9995437677916537,0.7527580861630758,0.9984004986396255,-0.9960466375593402,-1.0433972004624552,-0.9537262303160388,0.12438657854901258,5.910086678323281,0.01918130104517745,0.49050189965173524,0.7582591102438621,0.9995437677916537,0.7527580861630758,0.9984004986396255,0.9984004986396255,FALSE,ns
Gemella,0.6954012019075456,0.9988002515783646,0.6353223419551295,0.9989768095273077,-0.8886592331232075,-0.9918346934714233,-0.7832884702936012,0.182379304813876,6.294160190286978,0.026961905551233324,0.4857028594757917,0.6954012019075456,0.9988002515783646,0.6353223419551295,0.9989768095273077,0.9988002515783646,FALSE,ns
Unknown genus123,0.5202681688647488,1,0.5233827470994253,0.9989088682170073,0.09288102477935212,-0.07971967327489082,0.2813405362310277,0.3669319511157374,7.458298072524074,0.0440567758139955,0.4787042592192567,0.5202681688647488,1,0.5233827470994253,0.9989088682170073,0.9989088682170073,FALSE,ns
Paracoccus,0.507464158311563,0.9989836091755843,0.6297134384333084,1,1.0544302871635916,0.8189683833025683,1.2781906359165562,0.42039832202116223,8.185929879992859,0.04931025419144752,0.4766000000781708,0.507464158311563,0.9989836091755843,0.6297134384333084,1,0.9989836091755843,FALSE,ns
Neisseria,0.7552126197155316,0.9998672665626874,0.7438178801515501,0.9991283340375381,-0.28582719407847623,-0.39270246196904335,-0.18626445269781655,0.09668903451755373,6.732106786958523,0.012847026444527513,0.49350129976170953,0.7552126197155316,0.9998672665626874,0.7438178801515501,0.9991283340375381,0.9991283340375381,FALSE,ns
Unknown genus41,0.7299525094876871,0.9998027837973984,0.7273068948273705,0.9994195363512908,-1.155947373721557,-1.2345584479486806,-1.067567109732515,0.17810892091880692,5.6785347570722005,0.02935206164023266,0.48460000005138243,0.7299525094876871,0.9998027837973984,0.7273068948273705,0.9994195363512908,0.9994195363512908,FALSE,ns
Unknown genus6,0.8051604526036198,0.999645457940157,0.7801295483887464,1,-1.0331786214479335,-1.1426665593845478,-0.9220665266477992,0.18512908121935645,5.781921047584404,0.030485700055739175,0.48580000004737156,0.8051604526036198,0.999645457940157,0.7801295483887464,1,0.999645457940157,FALSE,ns
Unknown genus20,0.7604312132070967,0.999947789157305,0.6931368099450129,1,-1.0283199150703588,-1.106255566978791,-0.9605839846641793,0.12272974686948324,6.379774700080375,0.01584345834138067,0.49150169968839247,0.7604312132070967,0.999947789157305,0.6931368099450129,1,0.999947789157305,FALSE,ns
Acinetobacter,0.6719281058355342,0.9999716780553335,0.6647816692172421,1,2.4230132432483256,2.724686967646543,2.1583047515976954,-0.18181206843124897,8.032995816155266,-0.02201754908462453,0.48870225958575364,0.6719281058355342,0.9999716780553335,0.6647816692172421,1,0.9999716780553335,FALSE,ns
Sphingomonas,0.8642318970843952,1,0.8586144312867157,1,5.173572644062463,5.29449513427509,5.045691798676259,0.06830629102205332,8.302559245513928,0.008531664759116101,0.4960000000133343,0.8642318970843952,1,0.8586144312867157,1,1,FALSE,ns
