taxon,lfc_(Intercept),lfc_GroupTumor,se_(Intercept),se_GroupTumor,W_(Intercept),W_GroupTumor,p_(Intercept),p_GroupTumor,q_(Intercept),q_GroupTumor,diff_(Intercept),diff_GroupTumor,passed_ss_(Intercept),passed_ss_GroupTumor,diff_robust_(Intercept),diff_robust_GroupTumor,lfc,qval,diff,diff_robust,significant,significant_robust,direction,direction_robust
Staphylococcus,-0.520472147245142,0.525384604312353,0.4876134071070903,0.010857146397434323,-1.0673868676683766,48.39067146009082,0.32685006658503846,5.22175459941692e-9,0.6537001331700769,3.655228219591844e-7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.525384604312353,3.655228219591844e-7,TRUE,FALSE,TRUE,FALSE,Tumor_enriched,ns
Escherichia/Shigella,-0.027178046189375266,0.7650198527899447,0.3943602268207489,0.010610854864562463,-0.06891680332085993,72.09785286432623,0.9483634779098531,2.2177119628291306e-7,1,7.761991869901958e-6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.7650198527899447,7.761991869901958e-6,TRUE,FALSE,TRUE,FALSE,Tumor_enriched,ns
Leuconostoc,-3.0019743777466785,3.165915276327366,0.8177049695664623,0.014331744023344183,-3.671219436685447,220.90230408599135,0.0668424008973969,2.0492085213519464e-5,0.2599426701565435,4.781486549821208e-4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3.165915276327366,4.781486549821208e-4,TRUE,FALSE,TRUE,FALSE,Tumor_enriched,ns
Unknown genus41,-1.190188204991154,-0.46831617008068466,0.8654575585373818,0.010756701819441114,-1.3752126759428447,-43.53715273898119,0.30284790393603767,5.271527034717352e-4,0.6521014372150625,0.009225172310755366,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,-0.46831617008068466,0.009225172310755366,TRUE,FALSE,TRUE,FALSE,NAT_enriched,ns
Bosea,-0.4643936310067685,1.4501582050525048,0.047005727294717636,0.02657635428516817,-9.879511662378974,54.565731232060465,0.06421966186064393,0.01166009780789479,0.2599426701565435,0.16324136931052707,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1.4501582050525048,0.16324136931052707,FALSE,FALSE,FALSE,FALSE,ns,ns
Sphingomonas,-2.4275944416712476,3.406411049472477,1.0271069095211494,1.065784191973135,-2.3635265415583895,3.1961546015859295,0.06055786165507683,0.019844038265815312,0.2599426701565435,0.2315137797678453,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3.406411049472477,0.2315137797678453,FALSE,FALSE,FALSE,FALSE,ns,ns
Aggregatibacter,0.26600923974275403,-0.07965534132597678,0.051551439310138315,0.03762856289423695,5.1600739630646855,-2.1168850256084717,6.57418128635677e-5,0.04845817358853261,0.0011504817251124346,0.42400901889966036,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.07965534132597678,0.42400901889966036,FALSE,FALSE,FALSE,FALSE,ns,ns
Algoriphagus,0.1802485672289428,-0.16789389302368232,0.07602333630546304,0.07122507134370253,2.37096365390623,-2.357230254126336,0.03389334468807821,0.04491656509068736,0.18250262524349808,0.42400901889966036,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.16789389302368232,0.42400901889966036,FALSE,FALSE,FALSE,FALSE,ns,ns
Acetivibrio,0.06523309932806912,-0.13858029466733965,0.07141157173042252,0.0677878658180925,0.9134807951619237,-2.044323021456633,0.37464012840089445,0.0685466206686393,0.6901265523174371,0.5331403829783057,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.13858029466733965,0.5331403829783057,FALSE,FALSE,FALSE,FALSE,ns,ns
5-7N15,0.4221026162421828,-0.13301947541178058,0.08577066858217479,0.08306550722911878,4.921293295478705,-1.6013804026366114,2.7955949812306414e-4,0.14795079989167498,0.002795594981230641,0.6090901372205492,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.13301947541178058,0.6090901372205492,FALSE,FALSE,FALSE,FALSE,ns,ns
