feature,metadata,value,coef,stderr,N,N.not.0,pval,qval,significant,direction
Aureimonas,Group,Tumor,-0.295894820665982,0.0636110387489,308,66,7.07497537503514e-6,0.0013371703458816401,TRUE,NAT_enriched
Arcticibacter,Group,Tumor,-0.307766931254838,0.0809329930042509,308,134,2.0628953752676e-4,0.0150655515292051,TRUE,NAT_enriched
Staphylococcus,Group,Tumor,1.32673622690725,0.352619933544612,308,241,2.3913573855881e-4,0.0150655515292051,TRUE,Tumor_enriched
Actinobacillus,Group,Tumor,-0.738320270589714,0.211855624682165,308,166,6.422064369021e-4,0.03023350833644,TRUE,NAT_enriched
Prevotella,Group,Tumor,1.1868810129265,0.346924308631356,308,172,7.9982826286878e-4,0.03023350833644,TRUE,Tumor_enriched
Afipia,Group,Tumor,-0.796183536738424,0.244437167607093,308,68,0.00138589533516632,0.043655703057739,TRUE,NAT_enriched
