taxon,lfc_(Intercept),lfc_GroupTumor,se_(Intercept),se_GroupTumor,W_(Intercept),W_GroupTumor,p_(Intercept),p_GroupTumor,q_(Intercept),q_GroupTumor,diff_(Intercept),diff_GroupTumor,passed_ss_(Intercept),passed_ss_GroupTumor,diff_robust_(Intercept),diff_robust_GroupTumor,lfc,qval,diff,diff_robust,significant,significant_robust,direction,direction_robust
Unknown genus39,0.28820104313906464,0.49621776629891023,0.2548642556022263,0.13990146681788798,1.1308021301695126,3.5469089608963498,0.26709781058588683,0.0013035469064636845,0.6865701214125544,0.13817597208515056,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.49621776629891023,0.13817597208515056,FALSE,FALSE,FALSE,FALSE,ns,ns
Abiotrophia,-0.3586368351670979,-0.17727311262661186,0.2237576626308616,0.27730243397296117,-1.6027913008670889,-0.6392771606321247,0.11684994151333494,0.5273531570305441,0.6648452954265807,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.17727311262661186,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Acidovorax,0.11390363502622906,0.36524696044246274,0.26001583154538294,0.3210922187389505,0.43806422997112165,1.1375142065943686,0.663264875165646,0.26085525014341476,0.9241795572685138,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.36524696044246274,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Acinetobacter,0.2130531433298294,0.1291718228902757,0.17112262344027032,0.19945565449229405,1.2450320071454184,0.6476217644422121,0.21453445287579956,0.5183857911399175,0.6648452954265807,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.1291718228902757,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Actinomyces,-0.02553249592028977,0.12639893518936832,0.18661684240882087,0.20995314283325486,-0.1368177469445969,0.6020340228474435,0.8913772449407128,0.548798554465897,0.9802923592004787,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.12639893518936832,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Aerococcus,0.30885107883589535,-0.46215975215232724,0.19729775564433666,0.2282014859173605,1.5654059410217158,-2.0252267433512285,0.12096091630800505,0.04707207911945841,0.6648452954265807,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.46215975215232724,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Aeromonas,-0.1827597302777655,0.2555947452607883,0.19210619101007437,0.219137035402094,-0.9513474256963497,1.1663694582332838,0.3437275736186991,0.24756399845650223,0.8132937980323635,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.2555947452607883,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Afipia,0.6281764664044229,-0.03869129175499311,0.24939869047109683,0.3493106876437943,2.518764093018456,-0.11076469493669809,0.01599883094213615,0.9133212786132232,0.6264524826357029,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.03869129175499311,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Aggregatibacter,0.03633878024061262,-0.08704056228590702,0.2679377834856002,0.31244199463717953,0.13562394884320442,-0.27858150882368454,0.8926578172758395,0.7824542375488419,0.9802923592004787,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.08704056228590702,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Agrobacterium,-0.11711595697693619,0.23517167456051527,0.2278693099052212,0.28482217636480445,-0.5139610815763158,0.8256789466396883,0.6086448640230939,0.4113532410807875,0.8959427999835832,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.23517167456051527,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Alloiococcus,0.42173025299831185,-0.1647034031601303,0.30332538723936897,0.35644034337083275,1.3903559370238396,-0.462078454987842,0.1701250374444566,0.6458814053464365,0.6648452954265807,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.1647034031601303,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Anaerococcus,0.15522359183615939,-0.04912663327570873,0.19605766588359894,0.2240320759084826,0.7917241651153641,-0.21928392653816692,0.42979745686505944,0.8268951485404217,0.8734710243727842,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.04912663327570873,1,FALSE,FALSE,FALSE,FALSE,ns,ns
